chr	interval	marker	pos	lod
chr2	lod_1.5	Chrom2-9010988	18.9760603724898	1.31119491275911
chr2	lod_1.5	Chrom2-128902024	77.1881962331702	3.55256929026939
chr2	lod_1.5	Chrom2-160784200	109.910813051744	1.85109729799348
chr2	lod_2	Chrom2-9010988	18.9760603724898	1.31119491275911
chr2	lod_2	Chrom2-128902024	77.1881962331702	3.55256929026939
chr2	lod_2	Chrom2-162653500	112.730484831628	1.5896610704871
chr2	bayes	Chrom2-9113862	19.6048807932008	2.14136083436262
chr2	bayes	Chrom2-128902024	77.1881962331702	3.55256929026939
chr2	bayes	Chrom2-160984977	110.526660008141	1.7916313337588
chr6	lod_1.5	Chrom6-3871865	6.70920358332416	12.6335613773859
chr6	lod_1.5	Chrom6-4397163	8.57162938617707	14.2297343392662
chr6	lod_1.5	Chrom6-4757587	9.71650089817456	12.6079527931408
chr6	lod_2	Chrom6-3819694	6.31045465914472	11.8524474813066
chr6	lod_2	Chrom6-4397163	8.57162938617707	14.2297343392662
chr6	lod_2	Chrom6-4962302	10.4164992978407	12.0746174812319
chr6	bayes	Chrom6-3979303	7.44831772108912	13.19488522273
chr6	bayes	Chrom6-4397163	8.57162938617707	14.2297343392662
chr6	bayes	Chrom6-4657266	9.16173159323558	13.7354754394657
