chr	interval	marker	pos	lod
chr1	lod_1.5	Chrom1-108284003	50.7410956171125	3.32813374581997
chr1	lod_1.5	c1.loc92	92	4.8833658846994
chr1	lod_1.5	Chrom1-145141298	118.923254448536	3.10032570890007
chr1	lod_2	Chrom1-20360524	44.3656444328576	2.73849700362467
chr1	lod_2	c1.loc92	92	4.8833658846994
chr1	lod_2	Chrom1-145345411	119.092632468436	2.67771700915023
chr1	bayes	Chrom1-126216853	64.3407748508903	2.85399146539413
chr1	bayes	c1.loc92	92	4.8833658846994
chr1	bayes	Chrom1-145141298	118.923254448536	3.10032570890007
chr2	lod_1.5	Chrom2-18510654	38.4900950838706	2.45790955584579
chr2	lod_1.5	Chrom2-28412378	46.8533128316258	4.56538202295246
chr2	lod_1.5	Chrom2-39264958	61.7155643960008	3.03409464006018
chr2	lod_2	Chrom2-18510654	38.4900950838706	2.45790955584579
chr2	lod_2	Chrom2-28412378	46.8533128316258	4.56538202295246
chr2	lod_2	Chrom2-141263060	98.3785065029769	1.97490964796293
chr2	bayes	Chrom2-18725615	39.1636414082186	3.50915186209124
chr2	bayes	Chrom2-28412378	46.8533128316258	4.56538202295246
chr2	bayes	Chrom2-141263060	98.3785065029769	1.97490964796293
