chr	interval	marker	pos	lod
chr1	lod_1.5	Chrom1-5652	0	2.71958849668164
chr1	lod_1.5	Chrom1-17845954	41.5868001923233	3.99993126379411
chr1	lod_1.5	Chrom1-121283676	59.0440671168088	2.29004762356843
chr1	lod_2	Chrom1-5652	0	2.71958849668164
chr1	lod_2	Chrom1-17845954	41.5868001923233	3.99993126379411
chr1	lod_2	Chrom1-123567103	61.4481945915442	1.95986252452522
chr1	bayes	Chrom1-5652	0	2.71958849668164
chr1	bayes	Chrom1-17845954	41.5868001923233	3.99993126379411
chr1	bayes	Chrom1-145141298	118.923254448536	0.868760676776219
chr2	lod_1.5	Chrom2-18832578	39.2974645971716	2.85833573482904
chr2	lod_1.5	Chrom2-27698966	46.0799576438947	4.54182044053155
chr2	lod_1.5	Chrom2-162653500	112.730484831628	3.38808835979793
chr2	lod_2	Chrom2-550580	0.10197987531197	2.31884113639023
chr2	lod_2	Chrom2-27698966	46.0799576438947	4.54182044053155
chr2	lod_2	Chrom2-162653500	112.730484831628	3.38808835979793
chr2	bayes	Chrom2-18306916	38.1277539239129	2.76050739533466
chr2	bayes	Chrom2-27698966	46.0799576438947	4.54182044053155
chr2	bayes	Chrom2-162653500	112.730484831628	3.38808835979793
chr3	lod_1.5	Chrom3-16342626	33.7023261188317	1.61306444044112
chr3	lod_1.5	Chrom3-106259067	49.7048234586898	3.37619598349562
chr3	lod_1.5	Chrom3-121431887	81.7301685928429	1.59493755257165
chr3	lod_2	Chrom3-16239608	33.1787920755329	1.33855140328595
chr3	lod_2	Chrom3-106259067	49.7048234586898	3.37619598349562
chr3	lod_2	Chrom3-124392404	89.9862845064012	1.01037737515173
chr3	bayes	Chrom3-16451712	34.1474726629845	1.95744644333178
chr3	bayes	Chrom3-106259067	49.7048234586898	3.37619598349562
chr3	bayes	Chrom3-121125264	81.1773620818796	1.89168444157886
chr4	lod_1.5	Chrom4-1594414	1.79544014738965	1.97164017100022
chr4	lod_1.5	Chrom4-5515458	12.9851273657353	3.54074807523784
chr4	lod_1.5	Chrom4-10519005	24.8498433759565	2.01582777218422
chr4	lod_2	Chrom4-294403	0	1.7370281550518
chr4	lod_2	Chrom4-5515458	12.9851273657353	3.54074807523784
chr4	lod_2	Chrom4-14078234	31.9758973501763	1.47506301547597
chr4	bayes	Chrom4-987818	0.535871340374083	1.84461468743663
chr4	bayes	Chrom4-5515458	12.9851273657353	3.54074807523784
chr4	bayes	Chrom4-13269957	29.823884371406	1.82921498893791
