chr	interval	marker	pos	lod
chr1	lod_1.5	Chrom1-15575835	37.4651561581081	3.21515987680257
chr1	lod_1.5	Chrom1-113780650	54.759063469229	4.85768068393097
chr1	lod_1.5	Chrom1-121539380	59.6979779156267	3.23806315408365
chr1	lod_2	Chrom1-12113892	32.8386390639686	2.61214648702358
chr1	lod_2	Chrom1-113780650	54.759063469229	4.85768068393097
chr1	lod_2	Chrom1-145141298	118.923254448536	0.784194128162426
chr1	bayes	Chrom1-12266909	34.0070192051692	3.17113314196851
chr1	bayes	Chrom1-113780650	54.759063469229	4.85768068393097
chr1	bayes	Chrom1-121539380	59.6979779156267	3.23806315408365
chr2	lod_1.5	Chrom2-131226038	77.9758396873618	6.96264379761271
chr2	lod_1.5	Chrom2-139334416	94.6579118819928	8.7900933086932
chr2	lod_1.5	Chrom2-141263060	98.3785065029769	6.33575148620892
chr2	lod_2	Chrom2-129625143	77.4628939185688	5.92490033201227
chr2	lod_2	Chrom2-139334416	94.6579118819928	8.7900933086932
chr2	lod_2	Chrom2-141263060	98.3785065029769	6.33575148620892
chr2	bayes	Chrom2-131381449	78.2333850415289	7.32180921535348
chr2	bayes	Chrom2-139334416	94.6579118819928	8.7900933086932
chr2	bayes	Chrom2-141263060	98.3785065029769	6.33575148620892
chr7	lod_1.5	Chrom7-6505884	21.3010793348747	2.08987621537233
chr7	lod_1.5	Chrom7-11512052	31.5937367598027	3.60932906076076
chr7	lod_1.5	Chrom7-77780003	79.1996867385491	2.02241298982742
chr7	lod_2	Chrom7-4686555	14.3921022580911	1.55481224682279
chr7	lod_2	Chrom7-11512052	31.5937367598027	3.60932906076076
chr7	lod_2	Chrom7-83563400	90.9578192873125	0.693778021441631
chr7	bayes	Chrom7-6397362	20.8467839601848	1.9178958090003
chr7	bayes	Chrom7-11512052	31.5937367598027	3.60932906076076
chr7	bayes	Chrom7-83563400	90.9578192873125	0.693778021441631
