chr	trait.1	trait.2	start.1	end.1	start.2	end.2	overlap_start	overlap_end	overlap_len	frac_sum	jaccard	frac_small
chr2	ANL	COL	38.1277539239129	112.730484831628	21.2915418990313	42.4326536454264	38.1277539239129	42.4326536454264	4.3048997215135	0.04496267960609887	0.047079500084409476	0.20362693188297232
chr2	ANL	COLL	38.1277539239129	112.730484831628	25.6790092917765	97.8154308592524	38.1277539239129	97.8154308592524	59.6876769353395	0.40676040394489	0.6856595659658283	0.8274277492335556
chr2	ANL	EFNSC40	38.1277539239129	112.730484831628	42.4326536454264	86.3288446045896	42.4326536454264	86.3288446045896	43.89619095916321	0.3704353615003872	0.5883992506046939	1
chr1	ANL	INFA	0	118.923254448536	64.3407748508903	118.923254448536	64.3407748508903	118.923254448536	54.5824795976457	0.31458602735928937	0.4589722998311171	1
chr2	ANL	INFA	38.1277539239129	112.730484831628	38.4900950838706	98.3785065029769	38.4900950838706	98.3785065029769	59.888411419106305	0.44529632496966914	0.80276433168632	1
chr2	ANL	LABL	38.1277539239129	112.730484831628	9.56201796903387	112.730484831628	38.1277539239129	112.730484831628	74.60273090771511	0.41965589388729996	0.7231156299635183	1
chr2	ANL	LABW	38.1277539239129	112.730484831628	55.9416856271949	96.4938907432317	55.9416856271949	96.4938907432317	40.5522051160368	0.35215342490983176	0.543575343993782	1
chr2	ANL	STAE	38.1277539239129	112.730484831628	0.10197987531197	95.9445214017259	38.1277539239129	95.9445214017259	57.816767477812995	0.33921015615236316	0.513340450539033	0.7749953222132492
chr2	ANL	STAL	38.1277539239129	112.730484831628	17.1717608381977	112.730484831628	38.1277539239129	112.730484831628	74.60273090771511	0.43842320783549515	0.7807003671673565	1
chr2	ANL	STATL	38.1277539239129	112.730484831628	31.7515297290852	42.4326536454264	38.1277539239129	42.4326536454264	4.3048997215135	0.050477311683373896	0.053160722017989125	0.4030380843094025
chr1	ANL	STAW	0	118.923254448536	36.3067956038196	59.6979779156267	36.3067956038196	59.6979779156267	23.3911823118071	0.16436268058452674	0.1966914075827754	1
chr2	ANL	STAW	38.1277539239129	112.730484831628	78.2333850415289	98.3785065029769	78.2333850415289	98.3785065029769	20.145121461448	0.21261823838451968	0.2700319574945302	1
chr1	ANL	STIW	0	118.923254448536	39.421506590683	118.923254448536	39.421506590683	118.923254448536	79.50174785785299	0.40066396338045124	0.6685130526112313	1
chr2	ANL	STIW	38.1277539239129	112.730484831628	86.3288446045896	112.730484831628	86.3288446045896	112.730484831628	26.4016402270384	0.2613910658561008	0.35389643121372716	1
chr1	ANL	VFN	0	118.923254448536	52.8013456098666	62.3675882887131	52.8013456098666	62.3675882887131	9.5662426788465	0.0744515535722167	0.08044047165717524	1
chr8	CLL	STIW	36.9263780194074	47.5677356084361	7.49668893382306	84.6793336650558	36.9263780194074	47.5677356084361	10.6413575890287	0.12116684855950464	0.13787241453158663	1
chr2	COL	COLL	21.2915418990313	42.4326536454264	25.6790092917765	97.8154308592524	25.6790092917765	42.4326536454264	16.7536443536499	0.17961071394625439	0.21893351973210398	0.7924675180105734
chr6	COL	COLL	11.4417479682122	59.387413222563	11.9636757089479	59.387413222563	11.9636757089479	59.387413222563	47.423737513615094	0.4972636520435933	0.9891141829409001	1
chr2	COL	INFA	21.2915418990313	42.4326536454264	38.4900950838706	98.3785065029769	38.4900950838706	42.4326536454264	3.942558561555799	0.04865582824056846	0.05114429633870944	0.18648775943526572
chr2	COL	LABL	21.2915418990313	42.4326536454264	9.56201796903387	112.730484831628	21.2915418990313	42.4326536454264	21.141111746395097	0.170068243999874	0.2049183475271769	1
chr6	COL	LABL	11.4417479682122	59.387413222563	13.1688363142265	22.1614404476487	13.1688363142265	22.1614404476487	8.992604133422201	0.15793602844123822	0.18755823046184916	1
chr6	COL	LABW	11.4417479682122	59.387413222563	49.7745432855388	89.3582831413172	49.7745432855388	59.387413222563	9.6128699370242	0.10982446327527669	0.12337394002014533	0.24284895697193506
chr2	COL	STAE	21.2915418990313	42.4326536454264	0.10197987531197	95.9445214017259	21.2915418990313	42.4326536454264	21.141111746395097	0.18071851198811048	0.22058171047737365	1
chr2	COL	STAL	21.2915418990313	42.4326536454264	17.1717608381977	112.730484831628	21.2915418990313	42.4326536454264	21.141111746395097	0.18115802487955351	0.22123685690747144	1
chr6	COL	STAL	11.4417479682122	59.387413222563	13.1688363142265	58.7370040425675	13.1688363142265	58.7370040425675	45.568167728340995	0.48728799018189184	0.9504126699797109	1
chr2	COL	STATL	21.2915418990313	42.4326536454264	31.7515297290852	42.4326536454264	31.7515297290852	42.4326536454264	10.6811239163412	0.33564970197391725	0.5052300013580178	1
chr6	COL	STYL	11.4417479682122	59.387413222563	17.2652035061135	85.3612406842891	17.2652035061135	59.387413222563	42.1222097164495	0.3629920005779118	0.5698389987366382	0.8785405206704717
chr6	COL	TUA	11.4417479682122	59.387413222563	32.7742777835842	87.6904224213103	32.7742777835842	59.387413222563	26.613135438978794	0.25872707729818695	0.34903079469727694	0.5550686448461324
chr2	COL	VFN	21.2915418990313	42.4326536454264	13.0984114735212	29.8651962069567	21.2915418990313	29.8651962069567	8.573654307925398	0.22617066901844912	0.2922746140050891	0.5113475507816497
chr2	COLL	EFNSC40	25.6790092917765	97.8154308592524	42.4326536454264	86.3288446045896	42.4326536454264	86.3288446045896	43.89619095916321	0.3783090805534124	0.6085163362047702	1
chr2	COLL	INFA	25.6790092917765	97.8154308592524	38.4900950838706	98.3785065029769	38.4900950838706	97.8154308592524	59.3253357753818	0.44934982634222365	0.8160350215770387	0.9905979198582505
chr2	COLL	LABL	25.6790092917765	97.8154308592524	9.56201796903387	112.730484831628	25.6790092917765	97.8154308592524	72.1364215674759	0.41149121518223647	0.6992099791843516	1
chr6	COLL	LABL	11.9636757089479	59.387413222563	13.1688363142265	22.1614404476487	13.1688363142265	22.1614404476487	8.992604133422201	0.15939715108936786	0.18962242549610253	1
chr2	COLL	LABW	25.6790092917765	97.8154308592524	55.9416856271949	96.4938907432317	55.9416856271949	96.4938907432317	40.5522051160368	0.3598606736944992	0.5621599219210583	1
chr6	COLL	LABW	11.9636757089479	59.387413222563	49.7745432855388	89.3582831413172	49.7745432855388	59.387413222563	9.6128699370242	0.11048326221679088	0.1242059396118048	0.24284895697193506
chr2	COLL	STAE	25.6790092917765	97.8154308592524	0.10197987531197	95.9445214017259	25.6790092917765	95.9445214017259	70.2655121099494	0.41829947521866373	0.7190976411374295	0.9740642879578317
chr2	COLL	STAL	25.6790092917765	97.8154308592524	17.1717608381977	112.730484831628	25.6790092917765	97.8154308592524	72.1364215674759	0.43016404157791344	0.7548910089301246	1
chr6	COLL	STAL	11.9636757089479	59.387413222563	13.1688363142265	58.7370040425675	13.1688363142265	58.7370040425675	45.568167728340995	0.4900229499522239	0.9608725528066746	1
chr2	COLL	STATL	25.6790092917765	97.8154308592524	31.7515297290852	42.4326536454264	31.7515297290852	42.4326536454264	10.6811239163412	0.12897175174587053	0.14806839158704527	1
